slug,checked_at,fields_checked,result,note,source_url
c-4116,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4117,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4201,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4202,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4203,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4204,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4205,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4206,2026-06-21,type,type_set,生命保険一般課程試験=生命保険協会の業界教育課程,https://www.seiho.or.jp/
c-3705,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3706,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4701,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4801,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4802,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4803,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4804,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4805,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4806,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4807,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4808,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4809,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4810,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4811,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4812,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4813,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4814,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4815,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4816,2026-06-21,fee,flagged,受験料が令和7年改定前の旧額の可能性。一次原文未確認のため要再確認,https://www.jmra.or.jp/news/post6168
c-4817,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4818,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4819,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4820,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4821,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4822,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4823,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4901,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4902,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4903,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4904,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4905,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4907,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4908,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4909,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1601,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1602,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1603,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1605,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1606,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1607,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1608,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1609,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1610,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1611,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1612,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1613,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1614,2026-06-21,type,type_set,一般廃棄物処理施設技術管理士=JESC講習修了認定,https://www.jesc.or.jp/training/tabid/121/Default.aspx
c-1615,2026-06-21,type,type_set,産業廃棄物処理施設技術管理士=JESC講習修了認定,https://www.jesc.or.jp/training/tabid/121/Default.aspx
c-1616,2026-06-21,type,type_set,地質調査技士=全地連認定(国交省登録資格),https://www.zenchiren.or.jp/geo_comp/
c-1617,2026-06-21,type,type_set,地質調査技士,https://www.zenchiren.or.jp/geo_comp/
c-1618,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1619,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1620,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1621,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1622,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1623,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1624,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1625,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1626,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4501,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4502,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4503,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4504,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4505,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4506,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4507,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4508,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4509,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4510,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4511,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4512,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4513,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4514,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4515,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4516,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4517,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4518,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4519,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4520,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4521,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7401,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7402,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7403,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7404,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7405,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7406,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7407,2026-06-21,type,type_set,浄化槽清掃技術者=教育センター養成講習修了,https://www.jeces.or.jp/pages/35/
c-7408,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3301,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3307,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3308,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3309,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3313,2026-06-21,type,type_set,工業英語能力検定(現:技術英検)=日本能率協会,https://jstc.jma.or.jp/
c-3314,2026-06-21,type,type_set,工業英語能力検定(現:技術英検)=日本能率協会,https://jstc.jma.or.jp/
c-3315,2026-06-21,type,type_set,工業英語能力検定(現:技術英検)=日本能率協会,https://jstc.jma.or.jp/
c-3316,2026-06-21,type,type_set,工業英語能力検定(現:技術英検)=日本能率協会,https://jstc.jma.or.jp/
c-3322,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3323,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3324,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3325,2026-06-21,type,type_set,実用フランス語技能検定=文科省後援,https://apefdapf.org/
c-3326,2026-06-21,type,type_set,実用フランス語技能検定=文科省後援,https://apefdapf.org/
c-3327,2026-06-21,type,type_set,ドイツ語技能検定=独協会の民間検定,https://www.dokken.or.jp/
c-3328,2026-06-21,type,type_set,ドイツ語技能検定=独協会の民間検定,https://www.dokken.or.jp/
c-3329,2026-06-21,type,type_set,中国語検定=日本中国語検定協会,https://www.chuken.gr.jp/
c-3330,2026-06-21,type,type_set,中国語検定=日本中国語検定協会,https://www.chuken.gr.jp/
c-3331,2026-06-21,type,type_set,ハングル能力検定=ハングル能力検定協会,https://www.hangul.or.jp/
c-3332,2026-06-21,type,type_set,ハングル能力検定=ハングル能力検定協会,https://www.hangul.or.jp/
c-3333,2026-06-21,type,type_set,ビジネス中国語検定=民間検定,https://www.hskj.jp/
c-3334,2026-06-21,type,type_set,HSK漢語水平考試=民間語学検定,https://www.hskj.jp/
c-3335,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3336,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3337,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3338,2026-06-21,type,type_set,全商英語検定=全商協会主催・文科省後援,https://zensho.or.jp/examination/english/
c-3339,2026-06-21,type,type_set,全商英語検定=全商協会主催・文科省後援,https://zensho.or.jp/examination/english/
c-3401,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3402,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3403,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3404,2026-06-21,type,type_set,CBS(国際秘書)検定=日本秘書協会の民間検定,https://hishokyokai.or.jp/
c-3405,2026-06-21,type,type_set,医療秘書技能検定=医療秘書教育全国協議会,https://www.medical-secretary.jp/
c-3406,2026-06-21,type,type_set,医療秘書技能検定=医療秘書教育全国協議会,https://www.medical-secretary.jp/
c-3407,2026-06-21,type,type_set,医療秘書技能検定=医療秘書教育全国協議会,https://www.medical-secretary.jp/
c-3501,2026-06-21,type,type_set,速記技能検定=日本速記協会・文科省後援,https://sokki.or.jp/
c-3503,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3504,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3505,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3506,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3507,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3508,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3509,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3510,2026-06-21,type,type_set,書写技能検定=日本書写技能検定協会・文科省後援,https://www.nihon-shosha.or.jp/
c-3511,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3512,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3513,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3514,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3515,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-3521,2026-06-21,type,type_set,ビジネス能力検定ジョブパス=職業教育・キャリア教育財団・文科省後援,https://bken.sgec.or.jp/
c-3522,2026-06-21,type,type_set,ビジネス能力検定ジョブパス=職業教育・キャリア教育財団・文科省後援,https://bken.sgec.or.jp/
c-3523,2026-06-21,type,type_set,ビジネス能力検定ジョブパス=職業教育・キャリア教育財団・文科省後援,https://bken.sgec.or.jp/
c-3524,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3525,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3526,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3527,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3528,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3529,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3530,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3531,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3532,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3533,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3534,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3535,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3536,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-3537,2026-06-21,type,type_set,日本語検定=NPO日本語検定委員会の民間検定,https://www.nihongokentei.jp/
c-2901,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2902,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2903,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2904,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2905,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2906,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2907,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2908,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2909,2026-06-21,type,type_set,社会体育指導者=旧文部大臣認定の知識技能審査事業,https://ja.wikipedia.org/wiki/社会体育指導者
c-2910,2026-06-21,type,type_set,スポーツプログラマー=JSPO公認資格,https://www.japan-sports.or.jp/coach/
c-2911,2026-06-21,type,type_set,フィットネストレーナー=民間資格,https://www.japan-sports.or.jp/coach/
c-2912,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-2913,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-2914,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-2915,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-2916,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-2917,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4301,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4302,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4303,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4304,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4305,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4309,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4310,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4311,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4312,2026-06-21,type,type_set,きものコンサルタント=民間資格,https://www.kimono-net.or.jp/
c-4313,2026-06-21,type,type_set,認定エステティシャン=AEA/AJESTHE等の民間資格,https://ajesthe.jp/
c-4314,2026-06-21,type,type_set,総合旅程管理主任者=観光庁長官登録研修機関,https://www.tcsa.or.jp/management/
c-4315,2026-06-21,type,type_set,国内旅程管理主任者=観光庁長官登録研修機関,https://www.tcsa.or.jp/management/
c-4316,2026-06-21,type,type_set,トリマー=JKC等の民間資格,https://www.jkc.or.jp/qualifications/trimmer/
c-4317,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4318,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4319,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4320,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4321,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4322,2026-06-21,type,type_set,旧ブライダルコーディネーター検定=民間検定,https://www.bia.or.jp/
c-4323,2026-06-21,type,type_set,ブライダルプランナー検定1級=ABC協会(国家のブライダルコーディネート技能士とは別),https://www.bridalplanner.jp/
c-4324,2026-06-21,type,type_set,ブライダルプランナー検定2級=ABC協会,https://www.bridalplanner.jp/
c-4325,2026-06-21,type,type_set,葬祭ディレクター1級=厚労省認定の技能審査,https://www.sousai-director.jp/
c-4326,2026-06-21,type,type_set,葬祭ディレクター2級=厚労省認定の技能審査,https://www.sousai-director.jp/
c-4327,2026-06-21,type,type_set,フードコーディネーター=日本フードコーディネーター協会,https://www.fcaj.or.jp/
c-4328,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4329,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4330,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4331,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4332,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4333,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4334,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4335,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4336,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4337,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-4338,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1401,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1402,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1403,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1404,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1405,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1406,2026-06-21,fee,flagged,"造園施工管理の受験料が令和8改定の可能性(旧14,400円)。一次原文未確認のため要再確認",https://www.jctc.jp/exam/guide/zoe-1/
c-1407,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1408,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1409,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-1410,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6901,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6902,2026-06-21,type,type_set,採石業務管理者=採石法に基づく国家資格(経産省所管),https://www.meti.go.jp/information/license/c_text18.html
c-6903,2026-06-21,type,type_set,砂利採取業務主任者=砂利採取法に基づく国家資格,https://ja.wikipedia.org/wiki/砂利採取業務主任者
c-6904,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6906,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6907,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6908,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-6909,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7302,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7303,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7304,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7305,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7306,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7307,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7308,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-7309,2026-06-21,type,type_set,コンクリート技士/主任技士=日本コンクリート工学会(JCI)認定,https://www.jci-net.or.jp/j/exam/gishi/index.html
c-5001,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5002,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5003,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5004,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5005,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
c-5006,2026-06-21,type|authority|official_url|eligibility|pass_rate|fee|frequency,ok,一次情報照合・誤りなし,
